date,year,month,day,day_of_week,week_number,quarter,day_of_year,is_weekend,climate_zone,temperature,rainfall_mm,humidity,soil_moisture,harvest_quantity,stock_available,transport_cost,market_demand_index,price
1950-01-09,1950,1,9,0,2,1,9,0,Kigali,24.555502291184197,0.7861542275886315,62.18159819878039,41.97317732371739,2953.1608436750907,2320.3940019631086,124.80055383661009,0.9853807907093167,300
1950-01-09,1950,1,9,0,2,1,9,0,Kigali,24.582398879983955,2.1916635620861777,60.210336523369186,43.89275048332505,3899.332240248625,1513.1761796051944,90.78840737548092,0.8565700174679892,250
1950-01-10,1950,1,10,1,2,1,10,0,Southern,21.684977550561563,1.1133222857607565,55.25185012796641,32.17641371632071,8307.082986306861,5517.630864458954,185.92665531550134,0.8434107513863283,200
1950-01-10,1950,1,10,1,2,1,10,0,Eastern,22.537444170356025,2.240289813521088,66.72801227729425,36.8721961309256,8541.703672806565,4158.636461255565,169.14211475561768,0.865981713159722,200
1950-01-11,1950,1,11,2,2,1,11,0,Northern,20.39350542583518,0.41554362507424286,58.62137542813363,39.096635780177344,6905.476075238701,7435.567727687781,241.20316745539276,0.8833083290842059,200
1950-01-11,1950,1,11,2,2,1,11,0,Western,20.84832220114943,0.13565272967810063,47.67908656554992,49.14918222723364,8014.614235938361,5376.77944241241,249.55796767529898,0.8824636241334626,250
1950-01-12,1950,1,12,3,2,1,12,0,Eastern,25.910922009835808,0.2291825065100249,63.36138147071245,36.224270836658,9950.789966940963,6329.764648076873,143.44447479072193,0.7958067523640809,200
1950-01-12,1950,1,12,3,2,1,12,0,Western,22.554957447332125,0.7836093503819489,54.91981790916651,42.11197283012668,7811.8963030060195,7882.757939782369,258.3305933691609,0.7949051390052126,200
1950-01-14,1950,1,14,5,2,1,14,1,Eastern,26.82352363492368,0.04767801218363203,64.95068239486574,38.39003451903081,4487.229149216409,2375.285497749554,138.93478312607007,0.7529276963190845,200
1950-01-14,1950,1,14,5,2,1,14,1,Kigali,25.165683887944585,1.5867986894391048,60.46131847303017,44.041623970789935,2278.21737621223,2705.3790227518634,102.41482854123834,0.7984870740735353,300
1950-01-14,1950,1,14,5,2,1,14,1,Southern,22.088843701070683,1.528614791941785,66.114434531986,51.988868836951966,4743.684647884926,3311.1598820187237,196.49473379854882,0.5046961329267605,200
1950-01-14,1950,1,14,5,2,1,14,1,Northern,21.02296553586317,1.5777130260909975,56.01946713662014,48.527358833550565,3225.3007221732555,3559.9536893892505,274.96550706252617,0.6099201343482014,250
1950-01-14,1950,1,14,5,2,1,14,1,Southern,25.551618488683193,1.0418590743968252,54.41093873716381,47.538619092361444,2824.792829378747,3274.363567530077,185.65429437438877,0.6719009909905251,250
1950-01-14,1950,1,14,5,2,1,14,1,Western,20.89945954024335,1.5864046569729424,63.81332589215151,32.35305677654553,3719.256855497963,2444.6666555333945,232.81602705756464,0.6470088925172862,250
1950-01-15,1950,1,15,6,2,1,15,1,Western,21.762391939614282,2.6446060586182667,60.336966189455545,37.86206053084429,4138.406915185705,2300.5384047929356,254.38430548179045,0.8115061936278877,250
1950-01-15,1950,1,15,6,2,1,15,1,Eastern,24.4934314341646,1.0446166440581197,54.02880528537048,47.196632265999796,4115.908791061998,4210.623052339095,165.47486538863012,0.7350196705468975,200
1950-01-16,1950,1,16,0,3,1,16,0,Kigali,23.524905059981396,0.20329286396792126,58.75914905085004,51.22789904349326,3672.3162473151488,3980.145660116826,109.75698260848844,0.7737606054569841,200
1950-01-16,1950,1,16,0,3,1,16,0,Kigali,22.188846632217317,0.4293118084760584,64.39474738105817,43.02579146552121,3545.2149272497077,2902.054783613446,112.14989024952531,0.7329454897788034,200
1950-01-16,1950,1,16,0,3,1,16,0,Kigali,25.462655533656786,2.051103035270867,73.77558300540267,35.91012509066456,3524.4696348653624,2028.4313647661204,99.36894997632066,0.8759688466220181,250
1950-01-16,1950,1,16,0,3,1,16,0,Kigali,22.124226490304757,2.198119359054021,67.80281792440177,28.324303619703898,3337.151670713851,1737.3489454295998,127.0914013735843,0.8364984203527638,250
1950-01-16,1950,1,16,0,3,1,16,0,Western,24.287088038555435,1.2582250718015435,62.84319246273782,44.23076692513095,6285.075042376341,4362.207556708645,226.2235887158272,0.775578584953046,200
1950-01-17,1950,1,17,1,3,1,17,0,Kigali,25.958066407097895,0.9662135841507037,52.54386048378145,36.00966429906917,1925.8831615286772,1984.8517718979992,125.61550645943757,0.6448480299442417,300
1950-01-17,1950,1,17,1,3,1,17,0,Eastern,24.876341923274605,1.4885054736723966,60.631006716181126,34.383270911747154,8252.362827850864,6384.240156597599,173.9695839248342,0.8126906954182369,200
1950-01-17,1950,1,17,1,3,1,17,0,Eastern,24.5084582183894,0.9640747022916795,66.9820174581366,37.67889018231617,7427.13725313323,4458.951446970478,159.0785333501187,0.8738034848361752,200
1950-01-18,1950,1,18,2,3,1,18,0,Eastern,23.334534788237214,0.47888667746448943,56.63056596643158,28.345688461460234,7926.890460129705,7074.009920248924,141.50227883115375,0.66150951890153,200
1950-01-18,1950,1,18,2,3,1,18,0,Southern,22.606422735759622,2.2002087593318365,66.1634903867221,37.856458870147684,8369.808511365414,5770.624721868776,191.08114337895012,0.9240672807031454,200
1950-01-18,1950,1,18,2,3,1,18,0,Southern,24.120157561416786,0.2674728270501404,54.47628403794418,43.944143856939256,7259.64051815907,5541.411210161333,192.66401476514042,0.7624298004497154,200
1950-01-18,1950,1,18,2,3,1,18,0,Southern,21.47365191859002,0.6089860913462223,64.48004008318084,46.57486748300717,8916.90932121991,8265.62274265151,187.61180395884926,0.7418100271041621,200
1950-01-18,1950,1,18,2,3,1,18,0,Kigali,25.70182290212472,0.25001349197874007,57.14881782707375,50.2269217200207,3622.3342933468653,2965.0136589834256,120.47915956859836,0.8066618232975232,250
1950-01-18,1950,1,18,2,3,1,18,0,Southern,24.03758663898595,1.7544121785618148,70.03149961648512,44.44904741297542,7839.80493232731,7413.905594539785,185.71165952085894,0.7704369604440919,200
1950-01-19,1950,1,19,3,3,1,19,0,Southern,22.340840106451886,0.45627670522672664,56.655936619242475,43.5056115377201,8046.720239818514,4655.3168520708305,184.94345966262725,0.7388669497698346,200
1950-01-19,1950,1,19,3,3,1,19,0,Western,22.694147603083316,0.3530287330971769,63.431949396397314,42.680643469721836,7659.630263901532,9031.940174797237,210.00412708284978,0.7968351855947742,200
1950-01-19,1950,1,19,3,3,1,19,0,Eastern,23.131110571014098,0.14222053323043674,57.1529883919324,37.0820108795294,9761.860919017008,6572.1835528696265,156.3843837897999,0.6520880344891431,200
1950-01-19,1950,1,19,3,3,1,19,0,Kigali,23.34547759946829,1.6083395781970558,58.06813645480228,41.85302520031345,3741.557494114591,3878.6232953027484,116.38583968285647,0.8120530689707043,250
1950-01-19,1950,1,19,3,3,1,19,0,Eastern,27.82544519549458,0.4424099835174827,61.855776551715124,37.855915582275095,7659.25626139126,3026.7254397774013,149.62313885433247,0.7579150540986368,200
1950-01-20,1950,1,20,4,3,1,20,0,Kigali,25.291109602563584,1.3416432635832949,65.15279548526475,30.873922596788844,3647.417631732508,2357.6428787844397,116.32209973812724,0.7624368798504515,200
1950-01-20,1950,1,20,4,3,1,20,0,Kigali,24.24744662085664,0.16186688499055474,61.764970063346915,39.23581673830074,3873.131651261433,3001.1334751983136,108.8518289913885,0.7197110117059459,200
1950-01-20,1950,1,20,4,3,1,20,0,Eastern,24.60342856619663,0.26753529833682793,52.455309843139084,40.22058837111769,8556.148318569922,4156.624321954183,136.84224962305643,0.6437313828518744,200
1950-01-21,1950,1,21,5,3,1,21,1,Eastern,24.38867776538745,0.6854690007194696,62.13897444745891,42.42587463087178,6192.3036140716695,3570.7100424607506,163.08108218047747,0.6369647585253323,200
1950-01-21,1950,1,21,5,3,1,21,1,Kigali,23.456865407338373,0.03196260136500995,62.41742238767117,40.83173158366365,1923.5559856515958,2297.689161111187,104.66325780889024,0.7560712700845542,350
1950-01-22,1950,1,22,6,3,1,22,1,Northern,19.339407664586396,0.506919600341965,61.073907746383256,39.53173484344247,3489.518616402776,1980.4157178868734,233.78854957157708,0.6804708621918446,250
1950-01-22,1950,1,22,6,3,1,22,1,Northern,21.47810307447182,1.6738453260082478,51.361295336065595,30.557903157320553,4390.713024968588,2014.2036260905818,258.81800030877315,0.7020534678641537,250
1950-01-22,1950,1,22,6,3,1,22,1,Kigali,25.06659964765891,0.7868357491525327,62.437375475679396,38.723784586484975,2433.0733690192137,2320.722098084558,98.86954353591227,0.7704031954938455,300
1950-01-22,1950,1,22,6,3,1,22,1,Eastern,24.121795742634013,0.8083425128241306,63.898811223961154,45.57161023617503,5191.376480529413,4655.883037732752,154.07373429411356,0.7895593293402725,200
1950-01-22,1950,1,22,6,3,1,22,1,Southern,23.201099625040296,1.4145965113824777,66.43482139590216,25.883558735775825,5074.293702646933,5133.979320819388,179.316955218786,0.8295621917837968,200
1950-01-23,1950,1,23,0,4,1,23,0,Eastern,23.408524802774217,1.3096468673183281,58.676739965250185,47.17556595188507,7968.748737702747,4967.636669551253,123.08664114099696,0.8852741358167654,200
1950-01-23,1950,1,23,0,4,1,23,0,Kigali,23.399892148311867,1.2063695157582075,54.81899491828793,35.936924201561766,4066.7997704349827,4354.741808499655,105.61690193309703,0.656974486804635,200
1950-01-23,1950,1,23,0,4,1,23,0,Northern,19.230668354601125,0.6753265467191466,60.61832482539553,53.29114743885915,7032.917679762465,5851.649869889431,262.9592663551438,0.8599120565950822,250
1950-01-23,1950,1,23,0,4,1,23,0,Southern,22.159556472942786,1.6507631375298466,63.056401488086394,37.80305052719752,9439.148763571373,6223.909663050765,168.70961151085396,0.770111096870393,200
1950-01-23,1950,1,23,0,4,1,23,0,Eastern,24.67909935955213,1.048529918196981,58.36609466386292,40.89673364212535,9392.295912376527,5688.625816464666,154.50462259126905,0.7296200650540301,200
1950-01-23,1950,1,23,0,4,1,23,0,Southern,23.406655973223756,0.7432338336311616,66.70320788706535,41.8215128068867,7705.45355391457,3251.7945229450793,152.34288641176616,0.9809611279721168,200
1950-01-24,1950,1,24,1,4,1,24,0,Southern,21.581064459708173,1.6502949643034928,59.83730177536198,46.240783019050795,7161.232046627597,6548.940798572275,174.61128577317692,0.7922046087187442,200
1950-01-24,1950,1,24,1,4,1,24,0,Northern,21.214249675413672,0.7664524142873249,65.52367438368877,46.537117366883336,6583.183601551074,6664.597190373361,302.3933180791057,0.7726363557400824,250
1950-01-24,1950,1,24,1,4,1,24,0,Northern,19.065489464740466,1.3611370020777762,64.42066152389107,43.84650092967626,5028.694141067059,5063.16350380154,321.4839266099215,0.659979382535827,250
1950-01-24,1950,1,24,1,4,1,24,0,Kigali,23.97568606367231,0.47509316965562987,62.2413437597911,38.8840151591171,4444.8155810840435,4616.418825929816,98.12181690108844,0.771733650050153,200
1950-01-26,1950,1,26,3,4,1,26,0,Western,24.81651821487121,1.4249440412396719,59.8694595064194,30.891190514601092,4187.477242170728,3704.015834348893,204.05226602356908,0.5783744908703836,200
1950-01-26,1950,1,26,3,4,1,26,0,Eastern,23.942918056980957,0.6900750910498984,64.51125994773217,39.532142555477336,8501.779657168492,8646.100079204361,133.47366674363684,0.876250091675092,200
1950-01-26,1950,1,26,3,4,1,26,0,Northern,18.49937386401402,0.17890865330663105,56.712860373178586,28.300352991536755,5401.285172593184,4970.321124410099,233.0848892285667,0.9754502520413528,250
1950-01-27,1950,1,27,4,4,1,27,0,Kigali,24.844999187719726,1.0464154589669212,61.95317856559482,27.411851183823345,3352.161525667404,3641.245564776759,90.61067575726668,0.6372735522357629,200
1950-01-27,1950,1,27,4,4,1,27,0,Western,21.92904794335449,0.6228646985253127,56.3013194791987,36.7087655651133,7118.1048379455815,5396.623667776226,179.9292445343697,0.891659656511728,200
1950-01-27,1950,1,27,4,4,1,27,0,Kigali,24.187561289381065,1.8619788195579237,61.482169087768206,38.98625322887837,4251.412115164721,4069.177737443556,88.55345233834049,0.8463403805715655,200
1950-01-28,1950,1,28,5,4,1,28,1,Western,23.40781430917406,1.1958526823402444,60.531916058452815,39.320847501214296,4729.560032440764,3737.313245347391,255.07110505298306,0.6194418048817412,200
1950-01-28,1950,1,28,5,4,1,28,1,Western,20.4338972835244,0.8998972184463406,62.90673246513742,40.12982791644129,4223.7271150941515,4056.9820850128385,253.81463560880167,0.7206958447462494,250
1950-01-28,1950,1,28,5,4,1,28,1,Western,20.478195549100008,0.8297175640376397,54.24344561568318,36.63136169836847,4348.156070995668,4737.178543599064,182.62059530169807,0.6626018272974533,200
1950-01-28,1950,1,28,5,4,1,28,1,Eastern,25.31686317634689,0.2555135356340929,64.63275223224441,34.82631773283916,4344.803144533326,3109.4643579107865,155.69141647395517,0.6001514858448306,200
1950-01-29,1950,1,29,6,4,1,29,1,Eastern,26.05941898643697,1.1583436826570037,55.17099115855011,35.351428761586426,4292.287778106902,3885.8030301087438,156.3423966497333,0.67566577938901,200
1950-01-29,1950,1,29,6,4,1,29,1,Eastern,24.855912515484366,0.7464925153290054,70.33478759263113,42.94085926232183,3415.0805822629454,1709.7371511619983,160.39660867871862,0.8622858811539781,250
1950-01-30,1950,1,30,0,5,1,30,0,Northern,20.3928524993382,0.2621616290387021,61.36364026100639,44.1214548145287,6538.681928588304,3056.365809925305,324.33132579391304,0.7529018582536768,250
1950-01-30,1950,1,30,0,5,1,30,0,Southern,22.984189433117333,0.21801980075332708,51.239765350635366,43.328758985557585,7847.042214499436,3134.5283368173627,161.9441918974629,0.8283292050094779,200
1950-01-31,1950,1,31,1,5,1,31,0,Western,22.60032173595824,0.804905526792409,59.447083825111946,39.24301864303055,7992.774524747138,3031.723994345014,189.46917318052107,0.8992405926985626,200
1950-01-31,1950,1,31,1,5,1,31,0,Kigali,21.328009220070978,0.8426978396188362,59.71567751721195,38.006121924268136,3875.454327412391,2116.645456103495,102.89764103852087,0.7652244983921606,200
1950-02-01,1950,2,1,2,5,1,32,0,Southern,21.014814981167532,1.3085506093424282,53.27914370591122,47.96497901133991,8685.611115026033,3391.1384112083856,190.19372811404642,1.104003533862754,200
1950-02-01,1950,2,1,2,5,1,32,0,Southern,22.366814197384326,0.5751528952730548,58.17994428336269,27.759873247136568,9579.543293313496,9897.207444205464,189.21804382618674,1.1172754563354115,200
1950-02-01,1950,2,1,2,5,1,32,0,Kigali,24.535126588091757,2.216739164041181,63.94993237883571,51.534848469169575,3709.642720223025,2408.5090762360196,115.63215014672323,1.1708511599493487,300
1950-02-01,1950,2,1,2,5,1,32,0,Southern,25.75729806293959,0.6968356885305845,60.21529133222203,42.88762315858697,6921.564477622182,4654.579624059415,196.24176132341012,0.9133629912954521,200
1950-02-01,1950,2,1,2,5,1,32,0,Eastern,24.329946814419156,0.8228944826605126,60.571620658747605,34.852303109006826,9895.107149800866,3335.5421016546406,157.45816160150767,0.9847262104788802,200
1950-02-01,1950,2,1,2,5,1,32,0,Southern,22.8678751295752,0.8090735750381769,60.539637931374884,58.840073130076846,8754.306422820177,10033.678405900364,175.28643984701816,0.9510084772719418,200
1950-02-02,1950,2,2,3,5,1,33,0,Eastern,23.502457977822452,0.37980189990296026,60.07399376264016,48.62192736231781,8689.352889061618,9731.405766520593,158.29567264317168,1.1536472680404186,200
1950-02-02,1950,2,2,3,5,1,33,0,Kigali,24.485697023764157,0.35084580737000937,70.25554025319855,44.50151518381518,3827.3355498102574,1505.8953553102185,101.68871998376842,1.0855257160319494,300
1950-02-02,1950,2,2,3,5,1,33,0,Kigali,21.853080840190998,0.3073816859609749,64.56317491508173,33.32671371140783,3257.0342564856114,1358.9652294346852,116.34284779247017,0.9095781287170229,300
1950-02-02,1950,2,2,3,5,1,33,0,Northern,20.48288326450801,0.6053322679410539,62.49689169517781,50.63105630936282,5875.482277622101,4292.6215534226585,263.1641569151013,0.8769277920228848,250
1950-02-02,1950,2,2,3,5,1,33,0,Kigali,22.074901605319127,0.2213368966200612,70.16319132030652,47.56371791816799,3735.6313257685288,3314.1612873947383,114.64435008772656,0.9617255085848171,250
1950-02-03,1950,2,3,4,5,1,34,0,Kigali,20.331457889060026,0.5761509593008532,61.82128445978209,33.673892089157604,4634.384364715943,2110.6501922203493,105.00618705802142,1.059592250934071,250
1950-02-03,1950,2,3,4,5,1,34,0,Eastern,28.540683746991263,2.836172648572787,62.115732220496085,44.55863330213354,6823.945256015736,4573.159516742524,147.47158227558975,1.0267792919281014,200
1950-02-03,1950,2,3,4,5,1,34,0,Kigali,24.702862007361063,1.3257241690633712,64.6130929527529,42.96717932791974,3027.2042271415366,2167.1107814685734,109.22831892301068,0.9226017460578109,300
1950-02-04,1950,2,4,5,5,1,35,1,Western,22.713275971918804,0.48874537335784185,61.86256554463091,42.98933704042783,4214.352675393721,4036.8436866833536,201.53708337743342,1.0594772191382178,250
1950-02-04,1950,2,4,5,5,1,35,1,Kigali,24.86338758459087,0.15035849388335235,56.25735314478983,32.136393247653075,1646.0050245782284,1262.3365894978201,94.78022294385526,0.8656695676982354,400
1950-02-04,1950,2,4,5,5,1,35,1,Kigali,25.637597122403154,0.9006672161418809,56.17141098357313,38.70873046013262,2026.7218695740291,1042.187558056984,120.39164486619589,0.980104914257621,450
1950-02-05,1950,2,5,6,5,1,36,1,Southern,22.743582721316997,0.7133026682114105,63.35033289402666,29.607311916409838,4942.855492280893,2413.011567786122,175.97759385177466,0.7857355407971942,200
1950-02-05,1950,2,5,6,5,1,36,1,Eastern,25.802279792168665,0.5592648313388094,61.89259274736151,40.30097295071324,5244.537050785519,5904.18152108571,179.36983121905226,1.007521197547624,200
1950-02-05,1950,2,5,6,5,1,36,1,Southern,21.74923222665199,1.778264964373625,59.48996802775967,39.786394802601386,5079.344770685217,5207.9969333517865,164.81567430778313,0.7074529109847586,200
1950-02-05,1950,2,5,6,5,1,36,1,Western,21.241668770819977,2.035575045733705,64.17150326095506,39.43587367972134,5043.552988688123,4576.87591520319,216.97991784548097,0.9533781371693563,250
1950-02-05,1950,2,5,6,5,1,36,1,Kigali,21.19744158392268,0.37145865358621644,65.41958013420438,41.60904026943343,1671.4302383669758,519.1733885901692,106.0776118717957,0.8321358097878668,400
1950-02-06,1950,2,6,0,6,1,37,0,Kigali,23.802896761767574,1.6490045878323647,51.14591906849746,45.33872488107379,3414.784653509122,3709.1588375356055,107.35224992247404,1.1980988672441737,350
1950-02-06,1950,2,6,0,6,1,37,0,Eastern,23.705006914599586,0.2436453123574322,63.099990710314195,42.20131712306958,6498.807665056581,3430.563928800042,119.99170396607707,0.9991836690179244,200
1950-02-07,1950,2,7,1,6,1,38,0,Western,21.300326178724777,3.3872676568954314,63.50155155515473,54.61514949947106,9183.334977455926,6599.2794226149435,233.8455556849205,0.9286793331368334,200
1950-02-07,1950,2,7,1,6,1,38,0,Southern,23.74369014064689,0.36755155791435645,54.37144145946738,38.31961785615051,9137.530662820462,7702.540953243665,188.2780380337944,0.8693721636658325,200
1950-02-08,1950,2,8,2,6,1,39,0,Southern,22.953094897927528,0.41445872810782264,61.113562105984656,47.410252518951395,7514.660896442544,4925.382567511374,147.87344828673247,1.1177811206775932,200
1950-02-08,1950,2,8,2,6,1,39,0,Eastern,26.045081567477784,0.10275236557281056,51.350689031492045,29.492840680122647,9073.388210597835,10199.111252213082,162.04459256385914,1.0256913581248648,200
1950-02-08,1950,2,8,2,6,1,39,0,Southern,21.61383258314303,1.3865673826853682,54.49237889961195,44.21464865728748,6902.604700113029,4717.7533307532285,177.32725598757696,1.0664499889234933,200
1950-02-09,1950,2,9,3,6,1,40,0,Kigali,24.07278993653407,0.6968356917167334,54.86426710763034,36.79746128741219,3390.981616619453,3619.913557702199,110.24238267839256,1.0574488314840558,300
1950-02-09,1950,2,9,3,6,1,40,0,Southern,21.5407337774242,2.141157784889366,63.830778496889415,49.65989168997505,5328.505246803029,4453.497257444822,186.6301494426821,1.2833211255624972,250
1950-02-09,1950,2,9,3,6,1,40,0,Western,21.235931572621006,2.234517454788203,75.56059078223726,45.77215610784634,8688.340014176953,4739.251586704988,213.59378925100845,1.1400083290233252,200
1950-02-09,1950,2,9,3,6,1,40,0,Northern,20.040238974634992,0.3651136657877283,67.59657849465428,50.40442332202795,5645.327082486033,5793.945890918615,292.9921461257902,0.9952235037057359,300
1950-02-09,1950,2,9,3,6,1,40,0,Southern,20.97931353032152,0.8177616090463528,72.06825193595564,38.317873101143775,9789.405836101245,9541.33964175166,177.51164734675456,1.1348522551036142,200
1950-02-09,1950,2,9,3,6,1,40,0,Kigali,22.88076326105424,1.3630437082956892,63.753047953563616,34.12538417830044,2664.5089295398307,1003.7805092610107,114.92589400115888,1.0435663177731471,350
1950-02-10,1950,2,10,4,6,1,41,0,Kigali,24.36621382451131,0.8387256173750699,66.38912051374551,34.678811364315344,4328.097071543229,1370.0091787222786,93.26362442516546,0.8702369066912938,200
1950-02-10,1950,2,10,4,6,1,41,0,Southern,21.12615622768933,0.1045581396379507,56.19680612196916,45.50483119284181,8571.493007709434,9162.797259618768,183.94767538528487,0.9057023224800145,200
